Rank,Player,Team,Opp,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,FGM,Pts Agn,Tack,Pts
441,"Moore, Rahim",HOU,KCC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.8
442,"Gould, Robbie",CHI,GBP,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8
443,"Newman, Terence",MIN,@SFO,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.8
444,"Lockett, Tyler",SEA,@STL,WR,0.0,0.0,0.1,0.0,2.1,23.1,0.0,0.0,0.0,0.0,4.7
445,"Myers, Jason",JAC,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,4.7
446,"Succop, Ryan",TEN,@TBB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.7
447,"Gilchrist, Marcus",NYJ,CLE,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.7
448,"Gratz, Dwayne",JAC,CAR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.7
449,"Allen, Jared",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.7
450,"Powers, Jerraud",ARZ,NOR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.6
451,"Culliver, Chris",WAS,MIA,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.6
452,"Jackson, Kareem",HOU,KCC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.6
453,"Hawthorne, David",NOR,@ARZ,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.6
454,"Webb, Lardarius",BAL,@DEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.6
455,"Quarless, Andrew",GBP,@CHI,TE,0.0,0.0,0.0,0.0,1.7,18.4,0.2,0.0,0.0,0.0,4.6
456,"Talib, Aqib",DEN,BAL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.6
457,"Lewis, Marcedes",JAC,CAR,TE,0.0,0.0,0.0,0.0,1.4,18.5,0.2,0.0,0.0,0.0,4.6
458,"Hunter, Justin",TEN,@TBB,WR,0.0,0.0,0.0,0.0,1.5,23.4,0.1,0.0,0.0,0.0,4.6
459,"Conte, Chris",TBB,TEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.6
460,"Aiken, Kamar",BAL,@DEN,WR,0.0,0.0,0.0,0.0,1.7,18.1,0.2,0.0,0.0,0.0,4.5
461,"Dobson, Aaron",NEP,PIT,WR,0.0,0.0,-0.0,0.0,2.0,19.4,0.1,0.0,0.0,0.0,4.5
462,"McClellin, Shea",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.5
463,"Peppers, Julius",GBP,@CHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,4.5
464,"Bartu, Joplo",ATL,PHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.5
465,"Carr, Brandon",DAL,NYG,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,4.5
466,"Williams, Mario",BUF,IND,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.4
467,"Riddick, Theo",DET,@SDC,RB,0.0,0.0,2.2,0.0,1.7,14.8,0.1,0.0,0.0,0.0,4.4
468,"Pleasant, Eddie",HOU,KCC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.4
469,"Smith, Jimmy",BAL,@DEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.4
470,"Brown, Donald",SDC,DET,RB,0.0,0.0,14.3,0.0,1.6,11.5,0.0,0.0,0.0,0.0,4.4
471,"Allen, Cortez",PIT,@NEP,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.3
472,"Biermann, Kroy",ATL,PHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.3
473,"Carrie, Travis",OAK,CIN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.3
474,"Coleman, Tevin",ATL,PHI,RB,0.0,0.0,16.0,0.2,0.8,6.9,0.0,0.0,0.0,0.0,4.3
475,"Graham, Brandon",PHI,@ATL,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.3
476,"Bostic, Jon",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.3
477,"Robinson, Denard",JAC,CAR,RB,0.0,0.0,22.4,0.1,1.0,6.0,0.0,0.0,0.0,0.0,4.3
478,"Kerley, Jeremy",NYJ,CLE,WR,0.0,0.0,1.7,0.0,1.9,20.6,0.0,0.0,0.0,0.0,4.3
479,"Hankerson, Leonard",ATL,PHI,WR,0.0,0.0,0.1,0.0,1.9,20.5,0.1,0.0,0.0,0.0,4.3
480,"Gilmore, Stephon",BUF,IND,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.3
481,"Peterson, Patrick",ARZ,NOR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.3
482,"Te'o, Manti",SDC,DET,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.2
483,"Suggs, Terrell",BAL,@DEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.2
484,"Dixon, Anthony",BUF,IND,RB,0.0,0.0,25.4,0.1,0.6,3.8,0.0,0.0,0.0,0.0,4.2
485,"Austin, Miles",PHI,@ATL,WR,0.0,0.0,0.0,0.0,1.8,22.4,0.0,0.0,0.0,0.0,4.2
486,"Woodyard , Wesley",TEN,@TBB,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.2
487,"Ford, Chase",MIN,@SFO,TE,0.0,0.0,0.0,0.0,1.9,22.8,0.0,0.0,0.0,0.0,4.2
488,"Hali, Tamba",KCC,@HOU,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.2
489,"Dunlap, Carlos",CIN,@OAK,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.2
490,"Mohamed, Mike",HOU,KCC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.2
491,"Stewart, Darian",DEN,BAL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.2
492,"Wake, Cameron",MIA,@WAS,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.2
493,"Cooper, Marcus",KCC,@HOU,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.2
494,"Wright, Shareece",SFO,MIN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.2
495,"Chung, Patrick",NEP,PIT,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.2
496,"Reece, Marcel",OAK,CIN,RB,0.0,0.0,5.6,0.0,2.1,15.5,0.0,0.0,0.0,0.0,4.1
497,"Whitehead, Tahir",DET,@SDC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.1
498,"Casey, Jurrell",TEN,@TBB,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.1
499,"Ninkovich, Rob",NEP,PIT,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.1
500,"Kirkpatrick, Dre",CIN,@OAK,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,4.1
501,"Campbell, Calais",ARZ,NOR,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.1
502,"Gay, William",PIT,@NEP,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.1
503,"Rodgers-Cromartie, Dominique",NYG,@DAL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.1
504,"Asiata, Matt",MIN,@SFO,RB,0.0,0.0,13.7,0.2,0.9,5.8,0.0,0.0,0.0,0.0,4.1
505,"Joyner, Lamarcus",STL,SEA,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.0
506,"Harrison, James",PIT,@NEP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.0
507,"Hall, Leon",CIN,@OAK,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.0
508,"Austin, Tavon",STL,SEA,WR,0.0,0.0,8.6,0.0,1.5,12.9,0.0,0.0,0.0,0.0,4.0
509,"Mathis, Rashean",DET,@SDC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.0
510,"Swearinger, D.J.",TBB,TEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.0
511,"Iloka, George",CIN,@OAK,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.0
512,"Rhodes, Xavier",MIN,@SFO,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0
513,"Reid, Eric",SFO,MIN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.9
514,"Dorsett, Phillip",IND,@BUF,WR,0.0,0.0,-0.3,0.0,2.2,18.7,0.0,0.0,0.0,0.0,3.9
515,"Kruger, Paul",CLE,@NYJ,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.9
516,"Suh, Ndamukong",MIA,@WAS,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.9
517,"Vernon, Olivier",MIA,@WAS,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.8
518,"Ryan, Logan",NEP,PIT,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.8
519,"Willson, Luke",SEA,@STL,TE,0.0,0.0,0.0,0.0,1.3,17.0,0.1,0.0,0.0,0.0,3.8
520,"McCoy, Gerald",TBB,TEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.7
521,"Meriweather, Brandon",NYG,@DAL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.7
522,"Lawrence, Demarcus",DAL,NYG,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.7
523,"Brown, Bryce",BUF,IND,RB,0.0,0.0,11.6,0.0,1.3,12.9,0.0,0.0,0.0,0.0,3.7
524,"Brown, Tarell",NEP,PIT,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.7
525,"White, Corey",DAL,NYG,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.7
526,"Griffin III, Robert",WAS,MIA,QB,71.1,0.2,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
527,"Sanchez, Mark",PHI,@ATL,QB,58.6,0.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
528,"Johnson, Duke",CLE,@NYJ,RB,0.0,0.0,19.2,0.0,1.0,7.2,0.0,0.0,0.0,0.0,3.7
529,"Polk, Chris",HOU,KCC,RB,0.0,0.0,14.7,0.2,0.4,4.8,0.1,0.0,0.0,0.0,3.7
530,"Moore, Sterling",TBB,TEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.7
531,"Griffen, Everson",MIN,@SFO,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.7
532,"Wilkerson, Muhammad",NYJ,CLE,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.7
533,"Lynch, Aaron",SFO,MIN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.7
534,"Donald, Aaron",STL,SEA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.7
535,"Patton, Quinton",SFO,MIN,WR,0.0,0.0,1.3,0.0,1.6,18.8,0.0,0.0,0.0,0.0,3.7
536,"Green-Beckham, Dorial",TEN,@TBB,WR,0.0,0.0,0.0,0.0,1.5,20.7,0.0,0.0,0.0,0.0,3.7
537,"Stanton, Drew",ARZ,NOR,QB,63.3,0.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
538,"Liuget, Corey",SDC,DET,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.7
539,"Rodgers, Jacquizz",CHI,GBP,RB,0.0,0.0,13.0,0.0,1.2,8.9,0.0,0.0,0.0,0.0,3.7
540,"Fletcher, Bradley ",NEP,PIT,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.6
541,"Bears, Chicago",CHI,GBP,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,0.0,3.6
542,"Tolbert, Mike",CAR,@JAC,RB,0.0,0.0,11.0,0.0,1.4,10.2,0.0,0.0,0.0,0.0,3.6
543,"Kirksey, Christian",CLE,@NYJ,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.6
544,"Shields, Sam",GBP,@CHI,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.6
545,"Morgan, Derrick",TEN,@TBB,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.6
546,"Butler, Malcolm",NEP,PIT,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.6
547,"Lawson, Manny",BUF,IND,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.6
548,"Wilson, Marquess",CHI,GBP,WR,0.0,0.0,0.2,0.0,1.5,11.3,0.2,0.0,0.0,0.0,3.6
549,"Atkins, Geno",CIN,@OAK,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.6
550,"Sims, Dion",MIA,@WAS,TE,0.0,0.0,0.0,0.0,1.4,15.0,0.1,0.0,0.0,0.0,3.5
551,"Stacy, Zac",NYJ,CLE,RB,0.0,0.0,17.7,0.0,0.9,7.1,0.0,0.0,0.0,0.0,3.5
552,"Cole, Trent",IND,@BUF,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.5
553,"Arrington, Kyle",BAL,@DEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.5
554,"Brown, Marlon",BAL,@DEN,WR,0.0,0.0,0.2,0.0,1.7,16.8,0.0,0.0,0.0,0.0,3.5
555,"Gilbert, Justin",CLE,@NYJ,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.5
556,"Hughes, Jerry",BUF,IND,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.5
557,"Boston, Tre",CAR,@JAC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.5
558,"Okafor, Alex",ARZ,NOR,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.5
559,"Brown, Sergio",JAC,CAR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.5
560,"Gaines, Phillip",KCC,@HOU,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.5
561,"Jones, Jarvis",PIT,@NEP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.5
562,"Jones, Chandler",NEP,PIT,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.5
563,"Matthews, Rishard",MIA,@WAS,WR,0.0,0.0,0.4,0.0,1.3,15.0,0.1,0.0,0.0,0.0,3.4
564,"Jones, Christian",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4
565,"Mathis, Robert",IND,@BUF,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.4
566,"Ansah, Ezekiel",DET,@SDC,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.4
567,"Amerson, David",WAS,MIA,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.4
568,"Hatcher, Jason",WAS,MIA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.4
569,"Enunwa, Quincy",NYJ,CLE,WR,0.0,0.0,2.7,0.0,1.5,16.3,0.0,0.0,0.0,0.0,3.4
570,"Whittaker, Fozzy",CAR,@JAC,RB,0.0,0.0,10.5,0.0,0.6,7.5,0.1,0.0,0.0,0.0,3.4
571,"Mercilus, Whitney",HOU,KCC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.4
572,"Robey, Nickell",BUF,IND,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.3
573,"Moore, Damontre",NYG,@DAL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.3
574,"Taylor, Cooper",NYG,@DAL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.3
575,"Murphy, Louis",TBB,TEN,WR,0.0,0.0,0.2,0.0,1.3,15.6,0.1,0.0,0.0,0.0,3.3
576,"Taylor, Stepfan",ARZ,NOR,RB,0.0,0.0,12.1,0.0,0.6,4.5,0.1,0.0,0.0,0.0,3.3
577,"Misi, Koa",MIA,@WAS,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.3
578,"Cox, Fletcher",PHI,@ATL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.3
579,"Williams, Kyle",BUF,IND,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.3
580,"Heyward, Cameron",PIT,@NEP,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2
581,"Werner, Bjoern",IND,@BUF,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.2
582,"Gerhart, Toby",JAC,CAR,RB,0.0,0.0,12.6,0.0,0.9,8.9,0.0,0.0,0.0,0.0,3.2
583,"Dumervil, Elvis",BAL,@DEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.2
584,"Benwikere, Bene",CAR,@JAC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2
585,"Jordan, Cameron",NOR,@ARZ,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.2
586,"Ingram, Melvin",SDC,DET,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2
587,"Bennett, Michael",SEA,@STL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.2
588,"Upshaw, Courtney",BAL,@DEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2
589,"Henne, Chad",JAC,CAR,QB,53.5,0.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
590,"Devito, Mike",KCC,@HOU,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.1
591,"Smith, Jacquies",TBB,TEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.1
592,"Carter, Bruce",TBB,TEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1
593,"Sutton, Will",CHI,GBP,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.1
594,"Johnson, Michael",CIN,@OAK,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.1
595,"Tuck, Justin",OAK,CIN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.1
596,"Hankins, Jonathan",NYG,@DAL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.1
597,"Avant, Jason",KCC,@HOU,WR,0.0,0.0,0.0,0.0,1.6,15.7,0.0,0.0,0.0,0.0,3.1
598,"Hodges, Gerald",MIN,@SFO,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.1
599,"McCray, Demetrius",JAC,CAR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.1
600,"Wilson, Jimmy",SDC,DET,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.1
601,"Hawk, A.J.",CIN,@OAK,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.1
602,"Revis, Darrelle",NYJ,CLE,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.1
603,"Dray, Jim",CLE,@NYJ,TE,0.0,0.0,0.3,0.0,1.2,15.4,0.1,0.0,0.0,0.0,3.1
604,"House, Davon",JAC,CAR,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1
605,"Williams, Leonard",NYJ,CLE,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1
606,"Fells, Daniel",NYG,@DAL,TE,0.0,0.0,0.0,0.0,1.0,11.7,0.2,0.0,0.0,0.0,3.1
607,"Peters, Marcus",KCC,@HOU,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.1
608,"Boykin, Brandon",PIT,@NEP,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.1
609,"Clayborn, Adrian",ATL,PHI,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.1
610,"Carroll, Nolan",PHI,@ATL,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.1
611,"Ayers, Robert",NYG,@DAL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0
612,"Long, Chris",STL,SEA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0
613,"Levine, Anthony",BAL,@DEN,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.0
614,"Ball, Alan",CHI,GBP,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.0
615,"Shelton, Danny",CLE,@NYJ,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.0
616,"Ealy, Kony",CAR,@JAC,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.0
617,"Ellison, Rhett",MIN,@SFO,TE,0.0,0.0,0.0,0.0,1.4,13.5,0.0,0.0,0.0,0.0,3.0
618,"Fuller, Corey",DET,@SDC,WR,0.0,0.0,0.2,0.0,1.3,18.4,0.0,0.0,0.0,0.0,3.0
619,"Young, Darrel",WAS,MIA,RB,0.0,0.0,1.6,0.1,0.6,6.4,0.1,0.0,0.0,0.0,3.0
620,"Bryant, Desmond",CLE,@NYJ,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.9
621,"Myers, Brandon",TBB,TEN,TE,0.0,0.0,0.0,0.0,1.4,14.0,0.0,0.0,0.0,0.0,2.9
622,"Butler, Darius",IND,@BUF,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.9
623,"Fasano, Anthony",TEN,@TBB,TE,0.0,0.0,0.0,0.0,1.1,10.4,0.1,0.0,0.0,0.0,2.9
624,"Norman, Josh",CAR,@JAC,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.9
625,"Coates, Sammie",PIT,@NEP,WR,0.0,0.0,0.0,0.0,1.2,17.8,0.0,0.0,0.0,0.0,2.9
626,"Lockette, Ricardo",SEA,@STL,WR,0.0,0.0,0.4,0.0,1.0,15.6,0.1,0.0,0.0,0.0,2.9
627,"Moore, Sio",IND,@BUF,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.9
628,"Wilber, Kyle",DAL,NYG,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.9
629,"Coples, Quinton",NYJ,CLE,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.9
630,"Davis, Will",MIA,@WAS,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.9
631,"Munnerlyn, Captain",MIN,@SFO,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.9
632,"Wright, Tim",DET,@SDC,TE,0.0,0.0,-0.1,0.0,0.9,9.9,0.2,0.0,0.0,0.0,2.9
633,"Marks, SenDerrick",JAC,CAR,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.9
634,"Hageman, Ra'Shede",ATL,PHI,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.8
635,"White, James",NEP,PIT,RB,0.0,0.0,14.2,0.0,0.6,3.9,0.1,0.0,0.0,0.0,2.8
636,"Jackson, Malik",DEN,BAL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.8
637,"Toilolo, Levine",ATL,PHI,TE,0.0,0.0,0.0,0.0,1.3,11.5,0.1,0.0,0.0,0.0,2.8
638,"Johnson, James-Michael",TBB,TEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.8
639,"Ngata, Haloti",DET,@SDC,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.8
640,"Allen, Will",PIT,@NEP,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.8
641,"Kikaha,  Hau'oli",NOR,@ARZ,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8
642,"Irvin, Bruce",SEA,@STL,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.8
643,"Mincey, Jeremy",DAL,NYG,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.8
644,"McCain, Brice",MIA,@WAS,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.7
